Time
598.8161432743073
657.6916143894196
658.1882033348083
642.3894963264465
631.5234842300415
645.4102149009705
645.6999351978302
685.694883108139
649.8950684070587
634.6828198432922
578.2937135696411
588.7956585884094
613.4449820518494
643.1412363052368
638.6916151046753
641.3499402999878
614.710795879364
598.5995237827301
638.9154195785522
607.8404195308685
584.4848413467407
611.7688241004944
548.168487071991
596.695230960846
603.0595519542694
605.0182452201843
641.0010471343994
593.7522394657135
631.2136943340302
583.790093421936
