Time,
88.8949244
126.6787989
137.4253945
138.4695754
139.160665
140.3372178
137.2880728
143.6583662
135.1085756
144.9262185
134.1222296
137.9617472
139.9558692
140.7200603
136.7602291
132.5071018
128.7804694
134.0613873
134.5396729
136.9746177
132.0778732
136.0249913
138.9651332
140.5180407
142.0703757
141.5469649
142.8633213
141.6351707
135.8669202
137.1658528
